day_no,total_customers,store_customers,store_name,revenue_actual,revenue_potential,pl_perc,num_disappointed,disappointment%
5441,5,5,bharat,301.54,301.54,0.0,0,0.0
5442,27,10,ajijo,15.5,15.5,0.0,9,90.0
5442,27,17,bharat,658.44,658.44,0.0,0,0.0
5443,42,13,ajijo,51.93,51.93,0.0,10,76.92
5443,42,29,bharat,1385.5,1385.5,0.0,0,0.0
5444,15,2,ajijo,0.0,0.0,0.0,2,100.0
5444,15,13,bharat,529.6,529.6,0.0,0,0.0
5445,40,13,ajijo,45.33,45.33,0.0,11,84.62
5445,40,27,bharat,818.41,818.41,0.0,0,0.0
5446,18,6,ajijo,0.0,0.0,0.0,6,100.0
5446,18,12,bharat,684.82,684.82,0.0,0,0.0
5447,16,3,ajijo,0.0,0.0,0.0,3,100.0
5447,16,13,bharat,388.15,388.15,0.0,0,0.0
5448,20,6,ajijo,14.0,14.0,0.0,5,83.33
5448,20,14,bharat,514.3,514.3,0.0,0,0.0
5449,10,4,ajijo,8.24,8.24,0.0,3,75.0
5449,10,6,bharat,223.26,223.26,0.0,0,0.0
5450,38,7,ajijo,11.49,11.49,0.0,6,85.71
5450,38,31,bharat,1364.97,1364.97,0.0,0,0.0
5451,34,9,ajijo,38.7,38.7,0.0,8,88.89
5451,34,25,bharat,1204.71,1204.71,0.0,0,0.0
5452,10,6,ajijo,24.75,24.75,0.0,5,83.33
5452,10,4,bharat,150.98,150.98,0.0,0,0.0
5453,35,12,ajijo,0.0,0.0,0.0,12,100.0
5453,35,23,bharat,1133.01,1133.01,0.0,0,0.0
5454,11,5,ajijo,25.69,25.69,0.0,4,80.0
5454,11,6,bharat,184.57,184.57,0.0,0,0.0
5455,25,4,ajijo,12.48,12.48,0.0,3,75.0
5455,25,21,bharat,771.12,771.12,0.0,0,0.0
5456,22,3,ajijo,0.0,0.0,0.0,3,100.0
5456,22,19,bharat,635.19,635.19,0.0,0,0.0
5457,4,2,ajijo,0.0,0.0,0.0,2,100.0
5457,4,2,bharat,25.67,25.67,0.0,0,0.0
5458,6,3,ajijo,0.0,0.0,0.0,3,100.0
5458,6,3,bharat,145.84,145.84,0.0,0,0.0
5459,44,17,ajijo,13.1,13.1,0.0,16,94.12
5459,44,27,bharat,1200.84,1200.84,0.0,0,0.0
5460,11,3,ajijo,5.0,5.0,0.0,2,66.67
5460,11,8,bharat,430.59,430.59,0.0,0,0.0
5461,32,13,ajijo,28.97,28.97,0.0,9,69.23
5461,32,19,bharat,586.25,586.25,0.0,0,0.0
5462,22,6,ajijo,6.95,6.95,0.0,5,83.33
5462,22,16,bharat,506.12,506.12,0.0,0,0.0
5463,16,6,ajijo,7.49,7.49,0.0,5,83.33
5463,16,10,bharat,348.31,348.31,0.0,0,0.0
5464,30,12,ajijo,12.34,12.34,0.0,11,91.67
5464,30,18,bharat,617.08,617.08,0.0,0,0.0
5465,42,16,ajijo,22.28,22.28,0.0,14,87.5
5465,42,26,bharat,1214.86,1214.86,0.0,0,0.0
5466,37,15,ajijo,9.0,9.0,0.0,14,93.33
5466,37,22,bharat,1107.67,1107.67,0.0,0,0.0
5467,1,0,ajijo,0.0,0.0,0.0,0,
5467,1,1,bharat,30.17,30.17,0.0,0,0.0
5468,47,12,ajijo,27.08,27.08,0.0,10,83.33
5468,47,35,bharat,1507.95,1507.95,0.0,0,0.0
5469,15,5,ajijo,0.0,0.0,0.0,5,100.0
5469,15,10,bharat,589.4,589.4,0.0,0,0.0
5470,4,1,ajijo,0.0,0.0,0.0,1,100.0
5470,4,3,bharat,170.97,170.97,0.0,0,0.0
5471,18,7,ajijo,13.97,13.97,0.0,6,85.71
5471,18,11,bharat,461.49,461.49,0.0,0,0.0
5472,28,11,ajijo,59.05,59.05,0.0,9,81.82
5472,28,17,bharat,687.17,687.17,0.0,0,0.0
5473,29,6,ajijo,22.05,22.05,0.0,5,83.33
5473,29,23,bharat,904.92,904.92,0.0,0,0.0
5474,17,6,ajijo,0.0,0.0,0.0,6,100.0
5474,17,11,bharat,542.73,542.73,0.0,0,0.0
5475,14,5,ajijo,0.0,0.0,0.0,5,100.0
5475,14,9,bharat,313.52,313.52,0.0,0,0.0
5476,27,11,ajijo,12.48,12.48,0.0,10,90.91
5476,27,16,bharat,729.65,729.65,0.0,0,0.0
5477,47,15,ajijo,28.2,28.2,0.0,14,93.33
5477,47,32,bharat,1347.73,1347.73,0.0,0,0.0
5478,24,8,ajijo,4.14,4.14,0.0,7,87.5
5478,24,16,bharat,740.53,740.53,0.0,0,0.0
5479,11,6,ajijo,30.24,30.24,0.0,5,83.33
5479,11,5,bharat,219.96,219.96,0.0,0,0.0
5480,30,7,ajijo,0.0,0.0,0.0,7,100.0
5480,30,23,bharat,880.37,880.37,0.0,0,0.0
5481,6,1,ajijo,0.0,0.0,0.0,1,100.0
5481,6,5,bharat,246.67,246.67,0.0,0,0.0
5482,1,1,ajijo,0.0,0.0,0.0,1,100.0
5482,1,0,bharat,0.0,0.0,0.0,0,
5483,17,7,ajijo,13.93,13.93,0.0,6,85.71
5483,17,10,bharat,446.05,446.05,0.0,0,0.0
5484,19,7,ajijo,3.5,3.5,0.0,6,85.71
5484,19,12,bharat,614.8,614.8,0.0,0,0.0
5485,45,11,ajijo,3.5,3.5,0.0,10,90.91
5485,45,34,bharat,1717.77,1717.77,0.0,0,0.0
5486,11,3,ajijo,0.0,0.0,0.0,3,100.0
5486,11,8,bharat,421.87,421.87,0.0,0,0.0
5487,33,6,ajijo,0.0,0.0,0.0,6,100.0
5487,33,27,bharat,1119.03,1119.03,0.0,0,0.0
5488,45,13,ajijo,5.99,5.99,0.0,12,92.31
5488,45,32,bharat,1524.05,1524.05,0.0,0,0.0
5489,23,7,ajijo,2.0,2.0,0.0,6,85.71
5489,23,16,bharat,551.83,551.83,0.0,0,0.0
5490,31,6,ajijo,0.0,0.0,0.0,6,100.0
5490,31,25,bharat,906.85,906.85,0.0,0,0.0
5491,5,2,ajijo,0.0,0.0,0.0,2,100.0
5491,5,3,bharat,221.75,221.75,0.0,0,0.0
5492,3,0,ajijo,0.0,0.0,0.0,0,
5492,3,3,bharat,112.37,112.37,0.0,0,0.0
5493,32,12,ajijo,0.0,0.0,0.0,12,100.0
5493,32,20,bharat,870.85,870.85,0.0,0,0.0
5494,1,0,ajijo,0.0,0.0,0.0,0,
5494,1,1,bharat,14.95,14.95,0.0,0,0.0
5495,30,12,ajijo,36.24,36.24,0.0,11,91.67
5495,30,18,bharat,860.59,860.59,0.0,0,0.0
5496,3,2,ajijo,0.0,0.0,0.0,2,100.0
5496,3,1,bharat,5.49,5.49,0.0,0,0.0
5497,28,11,ajijo,13.09,13.09,0.0,9,81.82
5497,28,17,bharat,759.6,759.6,0.0,0,0.0
5498,46,12,ajijo,41.42,41.42,0.0,8,66.67
5498,46,34,bharat,1208.46,1208.46,0.0,0,0.0
5499,24,9,ajijo,5.95,5.95,0.0,8,88.89
5499,24,15,bharat,772.53,772.53,0.0,0,0.0
5500,9,0,ajijo,0.0,0.0,0.0,0,
5500,9,9,bharat,343.06,343.06,0.0,0,0.0
5501,26,7,ajijo,45.92,45.92,0.0,5,71.43
5501,26,19,bharat,687.44,687.44,0.0,0,0.0
5502,41,11,ajijo,31.71,31.71,0.0,8,72.73
5502,41,30,bharat,1368.27,1368.27,0.0,0,0.0
5503,36,13,ajijo,1.99,1.99,0.0,12,92.31
5503,36,23,bharat,1026.1,1026.1,0.0,0,0.0
5504,33,11,ajijo,114.53,114.53,0.0,9,81.82
5504,33,22,bharat,991.84,991.84,0.0,0,0.0
5505,17,6,ajijo,33.48,33.48,0.0,5,83.33
5505,17,11,bharat,380.62,380.62,0.0,0,0.0
5506,2,1,ajijo,0.0,0.0,0.0,1,100.0
5506,2,1,bharat,23.68,23.68,0.0,0,0.0
5507,7,0,ajijo,0.0,0.0,0.0,0,
5507,7,7,bharat,291.36,291.36,0.0,0,0.0
5508,9,3,ajijo,37.99,37.99,0.0,2,66.67
5508,9,6,bharat,261.09,261.09,0.0,0,0.0
5509,25,5,ajijo,27.78,27.78,0.0,3,60.0
5509,25,20,bharat,715.29,715.29,0.0,0,0.0
5510,31,8,ajijo,3.5,3.5,0.0,7,87.5
5510,31,23,bharat,1061.37,1061.37,0.0,0,0.0
5511,28,9,ajijo,4.99,4.99,0.0,8,88.89
5511,28,19,bharat,575.68,575.68,0.0,0,0.0
5512,31,7,ajijo,0.0,0.0,0.0,7,100.0
5512,31,24,bharat,1139.55,1139.55,0.0,0,0.0
5513,16,6,ajijo,4.94,4.94,0.0,4,66.67
5513,16,10,bharat,383.2,383.2,0.0,0,0.0
5514,34,15,ajijo,46.79,46.79,0.0,13,86.67
5514,34,19,bharat,754.35,754.35,0.0,0,0.0
5515,1,0,ajijo,0.0,0.0,0.0,0,
5515,1,1,bharat,10.98,10.98,0.0,0,0.0
5516,23,5,ajijo,27.22,27.22,0.0,3,60.0
5516,23,18,bharat,650.38,650.38,0.0,0,0.0
5517,25,9,ajijo,0.0,0.0,0.0,9,100.0
5517,25,16,bharat,479.61,479.61,0.0,0,0.0
5518,1,1,ajijo,0.0,0.0,0.0,1,100.0
5518,1,0,bharat,0.0,0.0,0.0,0,
5519,36,14,ajijo,0.0,0.0,0.0,14,100.0
5519,36,22,bharat,678.15,678.15,0.0,0,0.0
5520,14,5,ajijo,0.0,0.0,0.0,5,100.0
5520,14,9,bharat,376.16,376.16,0.0,0,0.0
5521,41,13,ajijo,11.94,11.94,0.0,12,92.31
5521,41,28,bharat,1200.36,1200.36,0.0,0,0.0
5522,12,4,ajijo,0.0,0.0,0.0,4,100.0
5522,12,8,bharat,327.66,327.66,0.0,0,0.0
5523,12,4,ajijo,25.59,25.59,0.0,2,50.0
5523,12,8,bharat,323.4,323.4,0.0,0,0.0
5524,34,13,ajijo,127.32,127.32,0.0,10,76.92
5524,34,21,bharat,926.76,926.76,0.0,0,0.0
5525,16,6,ajijo,0.0,0.0,0.0,6,100.0
5525,16,10,bharat,385.81,385.81,0.0,0,0.0
5526,6,3,ajijo,60.77,60.77,0.0,2,66.67
5526,6,3,bharat,64.26,64.26,0.0,0,0.0
5527,13,6,ajijo,0.0,0.0,0.0,6,100.0
5527,13,7,bharat,215.13,215.13,0.0,0,0.0
5528,3,1,ajijo,0.0,0.0,0.0,1,100.0
5528,3,2,bharat,112.42,112.42,0.0,0,0.0
5529,3,1,ajijo,7.99,7.99,0.0,0,0.0
5529,3,2,bharat,41.93,41.93,0.0,0,0.0
5530,13,4,ajijo,25.27,25.27,0.0,2,50.0
5530,13,9,bharat,284.53,284.53,0.0,0,0.0
5531,1,1,ajijo,0.0,0.0,0.0,1,100.0
5531,1,0,bharat,0.0,0.0,0.0,0,
5532,17,4,ajijo,0.0,0.0,0.0,4,100.0
5532,17,13,bharat,617.18,617.18,0.0,0,0.0
5533,12,4,ajijo,4.5,4.5,0.0,3,75.0
5533,12,8,bharat,288.09,288.09,0.0,0,0.0
5534,22,9,ajijo,8.29,8.29,0.0,8,88.89
5534,22,13,bharat,501.13,501.13,0.0,0,0.0
5535,46,7,ajijo,26.97,26.97,0.0,5,71.43
5535,46,39,bharat,1761.95,1761.95,0.0,0,0.0
5536,38,11,ajijo,34.68,34.68,0.0,9,81.82
5536,38,27,bharat,1186.45,1186.45,0.0,0,0.0
5537,44,15,ajijo,20.49,20.49,0.0,13,86.67
5537,44,29,bharat,1366.41,1366.41,0.0,0,0.0
5538,12,3,ajijo,7.5,7.5,0.0,2,66.67
5538,12,9,bharat,379.26,379.26,0.0,0,0.0
5539,25,9,ajijo,0.0,0.0,0.0,9,100.0
5539,25,16,bharat,716.4,716.4,0.0,0,0.0
5540,28,9,ajijo,3.95,3.95,0.0,8,88.89
5540,28,19,bharat,720.5,720.5,0.0,0,0.0
5541,31,6,ajijo,0.0,0.0,0.0,6,100.0
5541,31,25,bharat,1058.12,1058.12,0.0,0,0.0
5542,48,11,ajijo,19.94,19.94,0.0,10,90.91
5542,48,37,bharat,1343.26,1343.26,0.0,0,0.0
5543,33,10,ajijo,50.99,50.99,0.0,8,80.0
5543,33,23,bharat,989.88,989.88,0.0,0,0.0
5544,7,2,ajijo,0.0,0.0,0.0,2,100.0
5544,7,5,bharat,229.04,229.04,0.0,0,0.0
5545,20,7,ajijo,4.5,4.5,0.0,6,85.71
5545,20,13,bharat,520.4,520.4,0.0,0,0.0
5546,49,14,ajijo,7.4,7.4,0.0,12,85.71
5546,49,35,bharat,1477.96,1477.96,0.0,0,0.0
5547,25,7,ajijo,23.2,23.2,0.0,6,85.71
5547,25,18,bharat,735.74,735.74,0.0,0,0.0
5548,21,7,ajijo,3.0,3.0,0.0,6,85.71
5548,21,14,bharat,558.5,558.5,0.0,0,0.0
5549,12,5,ajijo,86.29,86.29,0.0,4,80.0
5549,12,7,bharat,497.36,497.36,0.0,0,0.0
5550,4,2,ajijo,0.0,0.0,0.0,2,100.0
5550,4,2,bharat,65.31,65.31,0.0,0,0.0
5551,34,10,ajijo,14.98,14.98,0.0,9,90.0
5551,34,24,bharat,1034.79,1034.79,0.0,0,0.0
5552,49,22,ajijo,35.91,35.91,0.0,19,86.36
5552,49,27,bharat,1370.38,1370.38,0.0,0,0.0
5553,17,7,ajijo,16.14,16.14,0.0,6,85.71
5553,17,10,bharat,430.45,430.45,0.0,0,0.0
5554,7,1,ajijo,0.0,0.0,0.0,1,100.0
5554,7,6,bharat,400.84,400.84,0.0,0,0.0
5555,12,2,ajijo,12.24,12.24,0.0,0,0.0
5555,12,10,bharat,511.77,511.77,0.0,0,0.0
5556,34,13,ajijo,33.74,33.74,0.0,11,84.62
5556,34,21,bharat,762.48,762.48,0.0,0,0.0
5557,17,5,ajijo,5.74,5.74,0.0,4,80.0
5557,17,12,bharat,592.13,592.13,0.0,0,0.0
5558,19,5,ajijo,6.99,6.99,0.0,4,80.0
5558,19,14,bharat,624.17,624.17,0.0,0,0.0
5559,19,6,ajijo,0.0,0.0,0.0,6,100.0
5559,19,13,bharat,454.49,454.49,0.0,0,0.0
5560,34,4,ajijo,0.0,0.0,0.0,4,100.0
5560,34,30,bharat,1203.43,1203.43,0.0,0,0.0
5561,37,8,ajijo,0.0,0.0,0.0,8,100.0
5561,37,29,bharat,1232.81,1232.81,0.0,0,0.0
5562,32,11,ajijo,30.13,30.13,0.0,9,81.82
5562,32,21,bharat,731.81,731.81,0.0,0,0.0
5563,45,15,ajijo,8.0,8.0,0.0,13,86.67
5563,45,30,bharat,1369.61,1369.61,0.0,0,0.0
5564,9,1,ajijo,0.0,0.0,0.0,1,100.0
5564,9,8,bharat,264.31,264.31,0.0,0,0.0
5565,25,13,ajijo,0.0,0.0,0.0,13,100.0
5565,25,12,bharat,379.69,379.69,0.0,0,0.0
5566,36,12,ajijo,0.0,0.0,0.0,12,100.0
5566,36,24,bharat,1036.82,1036.82,0.0,0,0.0
5567,44,8,ajijo,7.99,7.99,0.0,7,87.5
5567,44,36,bharat,1673.7,1673.7,0.0,0,0.0
5568,32,8,ajijo,0.0,0.0,0.0,8,100.0
5568,32,24,bharat,845.47,845.47,0.0,0,0.0
5569,19,5,ajijo,15.98,15.98,0.0,3,60.0
5569,19,14,bharat,560.51,560.51,0.0,0,0.0
5570,10,4,ajijo,0.0,0.0,0.0,4,100.0
5570,10,6,bharat,253.11,253.11,0.0,0,0.0
5571,22,5,ajijo,0.0,0.0,0.0,5,100.0
5571,22,17,bharat,793.6,793.6,0.0,0,0.0
5572,3,1,ajijo,0.0,0.0,0.0,1,100.0
5572,3,2,bharat,114.29,114.29,0.0,0,0.0
5573,28,6,ajijo,11.49,11.49,0.0,5,83.33
5573,28,22,bharat,1106.17,1106.17,0.0,0,0.0
5574,22,5,ajijo,0.0,0.0,0.0,5,100.0
5574,22,17,bharat,816.75,816.75,0.0,0,0.0
5575,46,13,ajijo,0.0,0.0,0.0,13,100.0
5575,46,33,bharat,1282.9,1282.9,0.0,0,0.0
5576,4,2,ajijo,0.0,0.0,0.0,2,100.0
5576,4,2,bharat,88.59,88.59,0.0,0,0.0
5577,16,6,ajijo,0.0,0.0,0.0,6,100.0
5577,16,10,bharat,464.0,464.0,0.0,0,0.0
5578,15,3,ajijo,0.0,0.0,0.0,3,100.0
5578,15,12,bharat,489.32,489.32,0.0,0,0.0
5579,26,6,ajijo,0.0,0.0,0.0,6,100.0
5579,26,20,bharat,733.7,733.7,0.0,0,0.0
5580,29,8,ajijo,47.19,47.19,0.0,6,75.0
5580,29,21,bharat,922.05,922.05,0.0,0,0.0
5581,1,1,ajijo,0.0,0.0,0.0,1,100.0
5581,1,0,bharat,0.0,0.0,0.0,0,
5582,26,8,ajijo,6.25,6.25,0.0,6,75.0
5582,26,18,bharat,759.85,759.85,0.0,0,0.0
5583,21,7,ajijo,15.99,15.99,0.0,6,85.71
5583,21,14,bharat,600.38,600.38,0.0,0,0.0
5584,10,3,ajijo,0.0,0.0,0.0,3,100.0
5584,10,7,bharat,258.33,258.33,0.0,0,0.0
5585,34,9,ajijo,8.0,8.0,0.0,8,88.89
5585,34,25,bharat,939.47,939.47,0.0,0,0.0
5586,49,13,ajijo,5.95,5.95,0.0,12,92.31
5586,49,36,bharat,1654.16,1654.16,0.0,0,0.0
5587,49,16,ajijo,19.59,19.59,0.0,15,93.75
5587,49,33,bharat,1563.94,1563.94,0.0,0,0.0
5588,15,7,ajijo,11.1,11.1,0.0,5,71.43
5588,15,8,bharat,263.46,263.46,0.0,0,0.0
5589,35,8,ajijo,0.0,0.0,0.0,8,100.0
5589,35,27,bharat,1339.11,1339.11,0.0,0,0.0
5590,43,11,ajijo,35.79,35.79,0.0,10,90.91
5590,43,32,bharat,1165.78,1165.78,0.0,0,0.0
5591,5,1,ajijo,0.0,0.0,0.0,1,100.0
5591,5,4,bharat,220.0,220.0,0.0,0,0.0
5592,3,0,ajijo,0.0,0.0,0.0,0,
5592,3,3,bharat,204.53,204.53,0.0,0,0.0
5593,22,11,ajijo,0.0,0.0,0.0,11,100.0
5593,22,11,bharat,348.12,348.12,0.0,0,0.0
5594,30,9,ajijo,71.74,71.74,0.0,5,55.56
5594,30,21,bharat,918.77,918.77,0.0,0,0.0
5595,10,4,ajijo,0.0,0.0,0.0,4,100.0
5595,10,6,bharat,214.08,214.08,0.0,0,0.0
5596,45,10,ajijo,66.39,66.39,0.0,4,40.0
5596,45,35,bharat,1483.13,1483.13,0.0,0,0.0
5597,46,15,ajijo,11.85,11.85,0.0,13,86.67
5597,46,31,bharat,1353.3,1353.3,0.0,0,0.0
5598,26,8,ajijo,0.0,0.0,0.0,8,100.0
5598,26,18,bharat,612.88,612.88,0.0,0,0.0
5599,42,15,ajijo,2.5,2.5,0.0,14,93.33
5599,42,27,bharat,1088.32,1088.32,0.0,0,0.0
5600,1,0,ajijo,0.0,0.0,0.0,0,
5600,1,1,bharat,24.68,24.68,0.0,0,0.0
5601,35,10,ajijo,124.61,124.61,0.0,7,70.0
5601,35,25,bharat,985.21,985.21,0.0,0,0.0
5602,46,12,ajijo,45.42,45.42,0.0,10,83.33
5602,46,34,bharat,1418.3,1418.3,0.0,0,0.0
5603,13,2,ajijo,0.0,0.0,0.0,2,100.0
5603,13,11,bharat,384.18,384.18,0.0,0,0.0
5604,22,7,ajijo,8.98,8.98,0.0,6,85.71
5604,22,15,bharat,672.14,672.14,0.0,0,0.0
5605,43,15,ajijo,3.99,3.99,0.0,14,93.33
5605,43,28,bharat,1019.88,1019.88,0.0,0,0.0
5606,42,14,ajijo,48.42,48.42,0.0,11,78.57
5606,42,28,bharat,1120.64,1120.64,0.0,0,0.0
5607,28,5,ajijo,0.0,0.0,0.0,5,100.0
5607,28,23,bharat,969.75,969.75,0.0,0,0.0
5608,33,7,ajijo,14.97,14.97,0.0,5,71.43
5608,33,26,bharat,1092.92,1092.92,0.0,0,0.0
5609,5,0,ajijo,0.0,0.0,0.0,0,
5609,5,5,bharat,267.68,267.68,0.0,0,0.0
5610,28,7,ajijo,18.46,18.46,0.0,5,71.43
5610,28,21,bharat,764.41,764.41,0.0,0,0.0
5611,39,14,ajijo,27.58,27.58,0.0,13,92.86
5611,39,25,bharat,1024.7,1024.7,0.0,0,0.0
5612,10,3,ajijo,0.0,0.0,0.0,3,100.0
5612,10,7,bharat,268.71,268.71,0.0,0,0.0
5613,5,0,ajijo,0.0,0.0,0.0,0,
5613,5,5,bharat,287.04,287.04,0.0,0,0.0
5614,6,2,ajijo,0.0,0.0,0.0,2,100.0
5614,6,4,bharat,153.45,153.45,0.0,0,0.0
5615,26,7,ajijo,38.98,38.98,0.0,5,71.43
5615,26,19,bharat,826.74,826.74,0.0,0,0.0
5616,16,8,ajijo,0.0,0.0,0.0,8,100.0
5616,16,8,bharat,344.29,344.29,0.0,0,0.0
5617,29,9,ajijo,0.0,0.0,0.0,9,100.0
5617,29,20,bharat,844.19,844.19,0.0,0,0.0
5618,14,4,ajijo,8.0,8.0,0.0,3,75.0
5618,14,10,bharat,412.25,412.25,0.0,0,0.0
5619,9,1,ajijo,0.0,0.0,0.0,1,100.0
5619,9,8,bharat,315.99,315.99,0.0,0,0.0
5620,20,6,ajijo,28.32,28.32,0.0,4,66.67
5620,20,14,bharat,533.16,533.16,0.0,0,0.0
5621,6,2,ajijo,0.0,0.0,0.0,2,100.0
5621,6,4,bharat,104.39,104.39,0.0,0,0.0
5622,38,14,ajijo,5.45,5.45,0.0,12,85.71
5622,38,24,bharat,804.74,804.74,0.0,0,0.0
5623,33,11,ajijo,0.0,0.0,0.0,11,100.0
5623,33,22,bharat,902.59,902.59,0.0,0,0.0
5624,10,2,ajijo,0.0,0.0,0.0,2,100.0
5624,10,8,bharat,298.05,298.05,0.0,0,0.0
5625,2,2,ajijo,0.0,0.0,0.0,2,100.0
5625,2,0,bharat,0.0,0.0,0.0,0,
5626,30,7,ajijo,0.0,0.0,0.0,7,100.0
5626,30,23,bharat,722.15,722.15,0.0,0,0.0
5627,42,20,ajijo,52.11,52.11,0.0,16,80.0
5627,42,22,bharat,1004.73,1004.73,0.0,0,0.0
5628,17,5,ajijo,0.0,0.0,0.0,5,100.0
5628,17,12,bharat,331.51,331.51,0.0,0,0.0
5629,27,10,ajijo,53.77,53.77,0.0,7,70.0
5629,27,17,bharat,819.46,819.46,0.0,0,0.0
5630,7,0,ajijo,0.0,0.0,0.0,0,
5630,7,7,bharat,297.04,297.04,0.0,0,0.0
5631,1,0,ajijo,0.0,0.0,0.0,0,
5631,1,1,bharat,40.54,40.54,0.0,0,0.0
5632,31,7,ajijo,0.0,0.0,0.0,7,100.0
5632,31,24,bharat,1211.27,1211.27,0.0,0,0.0
5633,1,1,ajijo,0.0,0.0,0.0,1,100.0
5633,1,0,bharat,0.0,0.0,0.0,0,
5634,10,3,ajijo,0.0,0.0,0.0,3,100.0
5634,10,7,bharat,217.42,217.42,0.0,0,0.0
5635,27,9,ajijo,17.2,17.2,0.0,8,88.89
5635,27,18,bharat,599.28,599.28,0.0,0,0.0
5636,44,12,ajijo,5.29,5.29,0.0,11,91.67
5636,44,32,bharat,1401.86,1401.86,0.0,0,0.0
5637,45,14,ajijo,19.63,19.63,0.0,12,85.71
5637,45,31,bharat,1378.47,1378.47,0.0,0,0.0
5638,29,10,ajijo,16.19,16.19,0.0,9,90.0
5638,29,19,bharat,850.42,850.42,0.0,0,0.0
5639,41,13,ajijo,46.21,46.21,0.0,10,76.92
5639,41,28,bharat,1072.81,1072.81,0.0,0,0.0
5640,18,7,ajijo,47.46,47.46,0.0,4,57.14
5640,18,11,bharat,460.77,460.77,0.0,0,0.0
5641,10,4,ajijo,31.39,31.39,0.0,3,75.0
5641,10,6,bharat,216.05,216.05,0.0,0,0.0
5642,21,5,ajijo,0.0,0.0,0.0,5,100.0
5642,21,16,bharat,759.38,759.38,0.0,0,0.0
5643,17,7,ajijo,0.0,0.0,0.0,7,100.0
5643,17,10,bharat,540.46,540.46,0.0,0,0.0
5644,28,8,ajijo,0.0,0.0,0.0,8,100.0
5644,28,20,bharat,778.6,778.6,0.0,0,0.0
5645,40,16,ajijo,0.0,0.0,0.0,16,100.0
5645,40,24,bharat,1110.37,1110.37,0.0,0,0.0
5646,29,10,ajijo,37.49,37.49,0.0,9,90.0
5646,29,19,bharat,845.93,845.93,0.0,0,0.0
5647,49,14,ajijo,41.68,41.68,0.0,11,78.57
5647,49,35,bharat,1494.42,1494.42,0.0,0,0.0
5648,32,12,ajijo,20.25,20.25,0.0,11,91.67
5648,32,20,bharat,817.24,817.24,0.0,0,0.0
5649,36,8,ajijo,0.0,0.0,0.0,8,100.0
5649,36,28,bharat,974.32,974.32,0.0,0,0.0
5650,15,5,ajijo,0.0,0.0,0.0,5,100.0
5650,15,10,bharat,420.03,420.03,0.0,0,0.0
5651,40,14,ajijo,9.45,9.45,0.0,12,85.71
5651,40,26,bharat,1304.64,1304.64,0.0,0,0.0
5652,42,11,ajijo,41.41,41.41,0.0,10,90.91
5652,42,31,bharat,1137.31,1137.31,0.0,0,0.0
5653,5,1,ajijo,0.0,0.0,0.0,1,100.0
5653,5,4,bharat,128.47,128.47,0.0,0,0.0
5654,36,7,ajijo,5.25,5.25,0.0,6,85.71
5654,36,29,bharat,952.07,952.07,0.0,0,0.0
5655,20,6,ajijo,0.0,0.0,0.0,6,100.0
5655,20,14,bharat,465.86,465.86,0.0,0,0.0
5656,7,2,ajijo,0.0,0.0,0.0,2,100.0
5656,7,5,bharat,199.62,199.62,0.0,0,0.0
5657,26,7,ajijo,3.95,3.95,0.0,6,85.71
5657,26,19,bharat,735.66,735.66,0.0,0,0.0
5658,19,5,ajijo,0.0,0.0,0.0,5,100.0
5658,19,14,bharat,658.12,658.12,0.0,0,0.0
5659,43,11,ajijo,3.99,3.99,0.0,10,90.91
5659,43,32,bharat,1241.39,1241.39,0.0,0,0.0
5660,35,11,ajijo,97.04,97.04,0.0,9,81.82
5660,35,24,bharat,1014.86,1014.86,0.0,0,0.0
5661,2,1,ajijo,0.0,0.0,0.0,1,100.0
5661,2,1,bharat,43.38,43.38,0.0,0,0.0
5662,31,11,ajijo,0.0,0.0,0.0,11,100.0
5662,31,20,bharat,645.16,645.16,0.0,0,0.0
5663,10,4,ajijo,58.39,58.39,0.0,1,25.0
5663,10,6,bharat,292.37,292.37,0.0,0,0.0
5664,42,11,ajijo,6.95,6.95,0.0,10,90.91
5664,42,31,bharat,1219.93,1219.93,0.0,0,0.0
5665,10,1,ajijo,0.0,0.0,0.0,1,100.0
5665,10,9,bharat,377.55,377.55,0.0,0,0.0
5666,42,18,ajijo,9.99,9.99,0.0,17,94.44
5666,42,24,bharat,723.03,723.03,0.0,0,0.0
5667,14,4,ajijo,0.0,0.0,0.0,4,100.0
5667,14,10,bharat,327.11,327.11,0.0,0,0.0
5668,12,4,ajijo,0.0,0.0,0.0,4,100.0
5668,12,8,bharat,194.54,194.54,0.0,0,0.0
5669,37,12,ajijo,43.29,43.29,0.0,8,66.67
5669,37,25,bharat,895.38,895.38,0.0,0,0.0
5670,38,15,ajijo,26.9,26.9,0.0,13,86.67
5670,38,23,bharat,908.2,908.2,0.0,0,0.0
5671,35,5,ajijo,2.5,2.5,0.0,4,80.0
5671,35,30,bharat,1164.25,1164.25,0.0,0,0.0
5672,38,13,ajijo,30.39,30.39,0.0,12,92.31
5672,38,25,bharat,918.46,918.46,0.0,0,0.0
5673,7,3,ajijo,0.0,0.0,0.0,3,100.0
5673,7,4,bharat,131.27,131.27,0.0,0,0.0
5674,5,1,ajijo,20.34,20.34,0.0,0,0.0
5674,5,4,bharat,118.62,118.62,0.0,0,0.0
5675,18,4,ajijo,29.96,29.96,0.0,3,75.0
5675,18,14,bharat,435.48,435.48,0.0,0,0.0
5676,23,5,ajijo,0.0,0.0,0.0,5,100.0
