day_no,total_customers,store_customers,store_name,revenue_actual,revenue_potential,pl_perc,num_disappointed,disappointment%
241,37,13,ajijo,17.47,17.47,0.0,12,92.31
241,37,24,bharat,975.35,975.35,0.0,0,0.0
242,24,9,ajijo,15.99,15.99,0.0,7,77.78
242,24,15,bharat,709.15,709.15,0.0,0,0.0
243,44,16,ajijo,39.97,39.97,0.0,13,81.25
243,44,28,bharat,1040.35,1040.35,0.0,0,0.0
244,31,8,ajijo,29.49,29.49,0.0,7,87.5
244,31,23,bharat,970.21,970.21,0.0,0,0.0
245,25,6,ajijo,0.0,0.0,0.0,6,100.0
245,25,19,bharat,767.85,767.85,0.0,0,0.0
246,27,9,ajijo,59.93,59.93,0.0,7,77.78
246,27,18,bharat,628.8,628.8,0.0,0,0.0
247,31,11,ajijo,0.0,0.0,0.0,11,100.0
247,31,20,bharat,840.33,840.33,0.0,0,0.0
248,44,5,ajijo,3.95,3.95,0.0,4,80.0
248,44,39,bharat,1791.04,1791.04,0.0,0,0.0
249,44,12,ajijo,24.73,24.73,0.0,10,83.33
249,44,32,bharat,1390.06,1390.06,0.0,0,0.0
250,49,12,ajijo,8.0,8.0,0.0,11,91.67
250,49,37,bharat,1650.36,1650.36,0.0,0,0.0
251,4,0,ajijo,0.0,0.0,0.0,0,
251,4,4,bharat,233.21,233.21,0.0,0,0.0
252,47,12,ajijo,82.86,82.86,0.0,7,58.33
252,47,35,bharat,1353.38,1353.38,0.0,0,0.0
253,17,4,ajijo,0.0,0.0,0.0,4,100.0
253,17,13,bharat,489.57,489.57,0.0,0,0.0
254,36,11,ajijo,53.66,53.66,0.0,7,63.64
254,36,25,bharat,1289.48,1289.48,0.0,0,0.0
255,42,11,ajijo,1.5,1.5,0.0,10,90.91
255,42,31,bharat,1270.32,1270.32,0.0,0,0.0
256,2,2,ajijo,3.99,3.99,0.0,1,50.0
256,2,0,bharat,0.0,0.0,0.0,0,
257,23,7,ajijo,39.73,39.73,0.0,6,85.71
257,23,16,bharat,769.98,769.98,0.0,0,0.0
258,32,10,ajijo,16.96,16.96,0.0,8,80.0
258,32,22,bharat,743.97,743.97,0.0,0,0.0
259,4,2,ajijo,0.0,0.0,0.0,2,100.0
259,4,2,bharat,99.22,99.22,0.0,0,0.0
260,27,10,ajijo,3.5,3.5,0.0,9,90.0
260,27,17,bharat,587.31,587.31,0.0,0,0.0
261,6,1,ajijo,0.0,0.0,0.0,1,100.0
261,6,5,bharat,132.86,132.86,0.0,0,0.0
262,16,4,ajijo,26.99,26.99,0.0,3,75.0
262,16,12,bharat,333.65,333.65,0.0,0,0.0
263,34,9,ajijo,2.99,2.99,0.0,8,88.89
263,34,25,bharat,902.47,902.47,0.0,0,0.0
264,47,13,ajijo,5.95,5.95,0.0,12,92.31
264,47,34,bharat,1661.94,1661.94,0.0,0,0.0
265,45,12,ajijo,35.77,35.77,0.0,11,91.67
265,45,33,bharat,1276.14,1276.14,0.0,0,0.0
266,30,10,ajijo,37.39,37.39,0.0,6,60.0
266,30,20,bharat,697.85,697.85,0.0,0,0.0
267,35,9,ajijo,9.24,9.24,0.0,8,88.89
267,35,26,bharat,1222.43,1222.43,0.0,0,0.0
268,5,1,ajijo,0.0,0.0,0.0,1,100.0
268,5,4,bharat,104.38,104.38,0.0,0,0.0
269,24,6,ajijo,38.97,38.97,0.0,5,83.33
269,24,18,bharat,638.08,638.08,0.0,0,0.0
270,32,7,ajijo,4.7,4.7,0.0,6,85.71
270,32,25,bharat,1086.32,1086.32,0.0,0,0.0
271,14,4,ajijo,0.0,0.0,0.0,4,100.0
271,14,10,bharat,428.11,428.11,0.0,0,0.0
272,45,18,ajijo,60.38,60.38,0.0,16,88.89
272,45,27,bharat,993.73,993.73,0.0,0,0.0
273,49,18,ajijo,97.45,97.45,0.0,13,72.22
273,49,31,bharat,1159.82,1159.82,0.0,0,0.0
274,16,3,ajijo,3.75,3.75,0.0,2,66.67
274,16,13,bharat,425.57,425.57,0.0,0,0.0
275,34,9,ajijo,12.64,12.64,0.0,6,66.67
275,34,25,bharat,1186.4,1186.4,0.0,0,0.0
276,18,6,ajijo,0.0,0.0,0.0,6,100.0
276,18,12,bharat,338.02,338.02,0.0,0,0.0
277,6,2,ajijo,0.0,0.0,0.0,2,100.0
277,6,4,bharat,138.74,138.74,0.0,0,0.0
278,36,6,ajijo,8.49,8.49,0.0,5,83.33
278,36,30,bharat,1339.2,1339.2,0.0,0,0.0
279,44,18,ajijo,160.24,160.24,0.0,9,50.0
279,44,26,bharat,1454.92,1454.92,0.0,0,0.0
280,41,8,ajijo,4.99,4.99,0.0,7,87.5
280,41,33,bharat,1461.92,1461.92,0.0,0,0.0
281,42,12,ajijo,21.53,21.53,0.0,9,75.0
281,42,30,bharat,1184.44,1184.44,0.0,0,0.0
282,43,12,ajijo,0.0,0.0,0.0,12,100.0
282,43,31,bharat,1471.14,1471.14,0.0,0,0.0
283,23,7,ajijo,2.99,2.99,0.0,6,85.71
283,23,16,bharat,595.97,595.97,0.0,0,0.0
284,47,13,ajijo,22.29,22.29,0.0,12,92.31
284,47,34,bharat,1361.58,1361.58,0.0,0,0.0
285,37,8,ajijo,7.74,7.74,0.0,7,87.5
285,37,29,bharat,927.72,927.72,0.0,0,0.0
286,32,10,ajijo,2.25,2.25,0.0,9,90.0
286,32,22,bharat,1170.98,1170.98,0.0,0,0.0
287,22,6,ajijo,4.5,4.5,0.0,5,83.33
287,22,16,bharat,601.9,601.9,0.0,0,0.0
288,39,11,ajijo,0.0,0.0,0.0,11,100.0
288,39,28,bharat,1216.57,1216.57,0.0,0,0.0
289,44,19,ajijo,27.84,27.84,0.0,16,84.21
289,44,25,bharat,1141.0,1141.0,0.0,0,0.0
290,33,11,ajijo,6.89,6.89,0.0,10,90.91
290,33,22,bharat,1029.7,1029.7,0.0,0,0.0
291,26,8,ajijo,0.0,0.0,0.0,8,100.0
291,26,18,bharat,571.46,571.46,0.0,0,0.0
292,4,1,ajijo,0.0,0.0,0.0,1,100.0
292,4,3,bharat,172.43,172.43,0.0,0,0.0
293,15,7,ajijo,26.23,26.23,0.0,5,71.43
293,15,8,bharat,369.63,369.63,0.0,0,0.0
294,30,8,ajijo,7.99,7.99,0.0,7,87.5
294,30,22,bharat,843.57,843.57,0.0,0,0.0
295,26,9,ajijo,4.85,4.85,0.0,8,88.89
295,26,17,bharat,827.53,827.53,0.0,0,0.0
296,6,2,ajijo,0.0,0.0,0.0,2,100.0
296,6,4,bharat,190.15,190.15,0.0,0,0.0
297,44,17,ajijo,36.37,36.37,0.0,14,82.35
297,44,27,bharat,1177.96,1177.96,0.0,0,0.0
298,18,6,ajijo,37.69,37.69,0.0,5,83.33
298,18,12,bharat,581.22,581.22,0.0,0,0.0
299,46,16,ajijo,15.99,15.99,0.0,14,87.5
299,46,30,bharat,1314.81,1314.81,0.0,0,0.0
300,37,14,ajijo,14.49,14.49,0.0,12,85.71
300,37,23,bharat,908.67,908.67,0.0,0,0.0
301,3,1,ajijo,0.0,0.0,0.0,1,100.0
301,3,2,bharat,80.25,80.25,0.0,0,0.0
302,7,0,ajijo,0.0,0.0,0.0,0,
302,7,7,bharat,352.11,352.11,0.0,0,0.0
303,9,3,ajijo,0.0,0.0,0.0,3,100.0
303,9,6,bharat,228.27,228.27,0.0,0,0.0
304,49,10,ajijo,0.0,0.0,0.0,10,100.0
304,49,39,bharat,1650.19,1650.19,0.0,0,0.0
305,14,3,ajijo,0.0,0.0,0.0,3,100.0
305,14,11,bharat,482.32,482.32,0.0,0,0.0
306,22,5,ajijo,0.0,0.0,0.0,5,100.0
306,22,17,bharat,620.19,620.19,0.0,0,0.0
307,40,9,ajijo,9.0,9.0,0.0,7,77.78
307,40,31,bharat,1131.32,1131.32,0.0,0,0.0
308,10,7,ajijo,14.95,14.95,0.0,6,85.71
308,10,3,bharat,247.62,247.62,0.0,0,0.0
309,21,10,ajijo,10.45,10.45,0.0,9,90.0
309,21,11,bharat,406.67,406.67,0.0,0,0.0
310,37,13,ajijo,8.27,8.27,0.0,11,84.62
310,37,24,bharat,814.08,814.08,0.0,0,0.0
311,42,14,ajijo,13.49,13.49,0.0,13,92.86
311,42,28,bharat,1000.04,1000.04,0.0,0,0.0
312,3,0,ajijo,0.0,0.0,0.0,0,
312,3,3,bharat,180.86,180.86,0.0,0,0.0
313,20,10,ajijo,7.5,7.5,0.0,9,90.0
313,20,10,bharat,312.76,312.76,0.0,0,0.0
314,41,14,ajijo,5.5,5.5,0.0,13,92.86
314,41,27,bharat,1140.56,1140.56,0.0,0,0.0
315,40,13,ajijo,18.0,18.0,0.0,11,84.62
315,40,27,bharat,973.08,973.08,0.0,0,0.0
316,30,11,ajijo,24.87,24.87,0.0,9,81.82
316,30,19,bharat,730.13,730.13,0.0,0,0.0
317,12,2,ajijo,0.0,0.0,0.0,2,100.0
317,12,10,bharat,325.77,325.77,0.0,0,0.0
318,48,10,ajijo,0.0,0.0,0.0,10,100.0
318,48,38,bharat,1638.71,1638.71,0.0,0,0.0
319,22,9,ajijo,30.89,30.89,0.0,6,66.67
319,22,13,bharat,633.24,633.24,0.0,0,0.0
320,32,9,ajijo,19.5,19.5,0.0,8,88.89
320,32,23,bharat,1046.32,1046.32,0.0,0,0.0
321,35,6,ajijo,11.7,11.7,0.0,5,83.33
321,35,29,bharat,1050.37,1050.37,0.0,0,0.0
322,40,11,ajijo,17.47,17.47,0.0,10,90.91
322,40,29,bharat,1294.04,1294.04,0.0,0,0.0
323,3,3,ajijo,56.5,56.5,0.0,2,66.67
323,3,0,bharat,0.0,0.0,0.0,0,
324,7,3,ajijo,0.0,0.0,0.0,3,100.0
324,7,4,bharat,220.64,220.64,0.0,0,0.0
325,32,11,ajijo,0.0,0.0,0.0,11,100.0
325,32,21,bharat,751.48,751.48,0.0,0,0.0
326,19,9,ajijo,0.0,0.0,0.0,9,100.0
326,19,10,bharat,287.58,287.58,0.0,0,0.0
327,7,3,ajijo,0.0,0.0,0.0,3,100.0
327,7,4,bharat,168.8,168.8,0.0,0,0.0
328,12,2,ajijo,0.0,0.0,0.0,2,100.0
328,12,10,bharat,286.81,286.81,0.0,0,0.0
329,2,0,ajijo,0.0,0.0,0.0,0,
329,2,2,bharat,110.42,110.42,0.0,0,0.0
330,3,1,ajijo,0.0,0.0,0.0,1,100.0
330,3,2,bharat,118.79,118.79,0.0,0,0.0
331,35,7,ajijo,2.99,2.99,0.0,6,85.71
331,35,28,bharat,1364.59,1364.59,0.0,0,0.0
332,43,13,ajijo,11.9,11.9,0.0,12,92.31
332,43,30,bharat,1324.82,1324.82,0.0,0,0.0
333,2,1,ajijo,0.0,0.0,0.0,1,100.0
333,2,1,bharat,24.19,24.19,0.0,0,0.0
334,29,14,ajijo,30.69,30.69,0.0,11,78.57
334,29,15,bharat,718.02,718.02,0.0,0,0.0
335,37,14,ajijo,59.22,59.22,0.0,10,71.43
335,37,23,bharat,969.05,969.05,0.0,0,0.0
336,39,12,ajijo,36.93,36.93,0.0,11,91.67
336,39,27,bharat,1192.61,1192.61,0.0,0,0.0
337,19,7,ajijo,16.49,16.49,0.0,5,71.43
337,19,12,bharat,452.02,452.02,0.0,0,0.0
338,14,2,ajijo,8.98,8.98,0.0,1,50.0
338,14,12,bharat,590.68,590.68,0.0,0,0.0
339,31,8,ajijo,1.99,1.99,0.0,7,87.5
339,31,23,bharat,650.72,650.72,0.0,0,0.0
340,39,15,ajijo,0.0,0.0,0.0,15,100.0
340,39,24,bharat,991.93,991.93,0.0,0,0.0
341,49,15,ajijo,26.14,26.14,0.0,11,73.33
341,49,34,bharat,1452.08,1452.08,0.0,0,0.0
342,1,0,ajijo,0.0,0.0,0.0,0,
342,1,1,bharat,68.26,68.26,0.0,0,0.0
343,48,15,ajijo,50.24,50.24,0.0,13,86.67
343,48,33,bharat,1462.2,1462.2,0.0,0,0.0
344,24,7,ajijo,39.97,39.97,0.0,4,57.14
344,24,17,bharat,507.79,507.79,0.0,0,0.0
345,43,10,ajijo,44.24,44.24,0.0,8,80.0
345,43,33,bharat,1230.7,1230.7,0.0,0,0.0
346,13,4,ajijo,0.0,0.0,0.0,4,100.0
346,13,9,bharat,501.3,501.3,0.0,0,0.0
347,45,8,ajijo,77.37,77.37,0.0,6,75.0
347,45,37,bharat,1548.92,1548.92,0.0,0,0.0
348,23,10,ajijo,60.9,60.9,0.0,8,80.0
348,23,13,bharat,574.02,574.02,0.0,0,0.0
349,40,14,ajijo,22.43,22.43,0.0,12,85.71
349,40,26,bharat,976.34,976.34,0.0,0,0.0
350,5,1,ajijo,9.99,9.99,0.0,0,0.0
350,5,4,bharat,122.22,122.22,0.0,0,0.0
351,35,15,ajijo,40.2,40.2,0.0,10,66.67
351,35,20,bharat,796.32,796.32,0.0,0,0.0
352,12,4,ajijo,6.75,6.75,0.0,3,75.0
352,12,8,bharat,220.88,220.88,0.0,0,0.0
353,20,9,ajijo,27.44,27.44,0.0,7,77.78
353,20,11,bharat,644.47,644.47,0.0,0,0.0
354,17,8,ajijo,23.53,23.53,0.0,7,87.5
354,17,9,bharat,313.14,313.14,0.0,0,0.0
355,45,18,ajijo,18.19,18.19,0.0,16,88.89
355,45,27,bharat,1010.46,1010.46,0.0,0,0.0
356,27,7,ajijo,0.0,0.0,0.0,7,100.0
356,27,20,bharat,791.42,791.42,0.0,0,0.0
357,18,7,ajijo,12.99,12.99,0.0,5,71.43
357,18,11,bharat,335.56,335.56,0.0,0,0.0
358,33,7,ajijo,4.95,4.95,0.0,6,85.71
358,33,26,bharat,1091.38,1091.38,0.0,0,0.0
359,48,20,ajijo,57.19,57.19,0.0,17,85.0
359,48,28,bharat,1013.36,1013.36,0.0,0,0.0
360,19,1,ajijo,0.0,0.0,0.0,1,100.0
360,19,18,bharat,894.05,894.05,0.0,0,0.0
361,17,8,ajijo,18.73,18.73,0.0,7,87.5
361,17,9,bharat,447.92,447.92,0.0,0,0.0
362,20,7,ajijo,0.0,0.0,0.0,7,100.0
362,20,13,bharat,598.22,598.22,0.0,0,0.0
363,29,9,ajijo,0.0,0.0,0.0,9,100.0
363,29,20,bharat,867.83,867.83,0.0,0,0.0
364,25,7,ajijo,2.95,2.95,0.0,6,85.71
364,25,18,bharat,827.96,827.96,0.0,0,0.0
365,34,5,ajijo,0.0,0.0,0.0,5,100.0
365,34,29,bharat,1092.04,1092.04,0.0,0,0.0
366,5,2,ajijo,0.0,0.0,0.0,2,100.0
366,5,3,bharat,147.19,147.19,0.0,0,0.0
367,7,1,ajijo,0.0,0.0,0.0,1,100.0
367,7,6,bharat,267.32,267.32,0.0,0,0.0
368,29,10,ajijo,26.46,26.46,0.0,7,70.0
368,29,19,bharat,849.62,849.62,0.0,0,0.0
369,34,11,ajijo,3.5,3.5,0.0,10,90.91
369,34,23,bharat,975.26,975.26,0.0,0,0.0
370,46,19,ajijo,4.49,4.49,0.0,18,94.74
370,46,27,bharat,1136.88,1136.88,0.0,0,0.0
371,44,13,ajijo,124.47,124.47,0.0,8,61.54
371,44,31,bharat,1297.34,1297.34,0.0,0,0.0
372,48,11,ajijo,4.25,4.25,0.0,10,90.91
372,48,37,bharat,1182.22,1182.22,0.0,0,0.0
373,19,10,ajijo,6.45,6.45,0.0,9,90.0
373,19,9,bharat,404.82,404.82,0.0,0,0.0
374,17,6,ajijo,0.0,0.0,0.0,6,100.0
374,17,11,bharat,587.7,587.7,0.0,0,0.0
375,22,5,ajijo,0.0,0.0,0.0,5,100.0
375,22,17,bharat,581.18,581.18,0.0,0,0.0
376,42,12,ajijo,0.0,0.0,0.0,12,100.0
376,42,30,bharat,1196.4,1196.4,0.0,0,0.0
377,5,0,ajijo,0.0,0.0,0.0,0,
377,5,5,bharat,328.75,328.75,0.0,0,0.0
378,38,18,ajijo,31.87,31.87,0.0,15,83.33
378,38,20,bharat,828.8,828.8,0.0,0,0.0
379,42,10,ajijo,0.0,0.0,0.0,10,100.0
379,42,32,bharat,1119.6,1119.6,0.0,0,0.0
380,39,19,ajijo,49.17,49.17,0.0,16,84.21
380,39,20,bharat,772.1,772.1,0.0,0,0.0
381,38,13,ajijo,62.87,62.87,0.0,10,76.92
381,38,25,bharat,1051.5,1051.5,0.0,0,0.0
382,25,4,ajijo,0.0,0.0,0.0,4,100.0
382,25,21,bharat,720.46,720.46,0.0,0,0.0
383,22,5,ajijo,9.99,9.99,0.0,4,80.0
383,22,17,bharat,779.42,779.42,0.0,0,0.0
384,47,10,ajijo,40.73,40.73,0.0,7,70.0
384,47,37,bharat,1384.11,1384.11,0.0,0,0.0
385,18,7,ajijo,0.0,0.0,0.0,7,100.0
385,18,11,bharat,534.49,534.49,0.0,0,0.0
386,20,7,ajijo,0.0,0.0,0.0,7,100.0
386,20,13,bharat,469.55,469.55,0.0,0,0.0
387,47,10,ajijo,0.0,0.0,0.0,10,100.0
387,47,37,bharat,1849.95,1849.95,0.0,0,0.0
388,45,20,ajijo,11.74,11.74,0.0,18,90.0
388,45,25,bharat,929.91,929.91,0.0,0,0.0
389,18,9,ajijo,0.0,0.0,0.0,9,100.0
389,18,9,bharat,260.01,260.01,0.0,0,0.0
390,29,7,ajijo,6.95,6.95,0.0,6,85.71
390,29,22,bharat,942.47,942.47,0.0,0,0.0
391,40,10,ajijo,21.1,21.1,0.0,8,80.0
391,40,30,bharat,1014.38,1014.38,0.0,0,0.0
392,13,3,ajijo,0.0,0.0,0.0,3,100.0
392,13,10,bharat,383.19,383.19,0.0,0,0.0
393,44,12,ajijo,0.0,0.0,0.0,12,100.0
393,44,32,bharat,1224.72,1224.72,0.0,0,0.0
394,8,4,ajijo,3.5,3.5,0.0,3,75.0
394,8,4,bharat,117.37,117.37,0.0,0,0.0
395,9,1,ajijo,0.0,0.0,0.0,1,100.0
395,9,8,bharat,177.64,177.64,0.0,0,0.0
396,6,1,ajijo,0.0,0.0,0.0,1,100.0
396,6,5,bharat,199.43,199.43,0.0,0,0.0
397,6,0,ajijo,0.0,0.0,0.0,0,
397,6,6,bharat,264.46,264.46,0.0,0,0.0
398,6,2,ajijo,0.0,0.0,0.0,2,100.0
398,6,4,bharat,218.16,218.16,0.0,0,0.0
399,12,4,ajijo,0.0,0.0,0.0,4,100.0
399,12,8,bharat,433.65,433.65,0.0,0,0.0
400,43,8,ajijo,0.0,0.0,0.0,8,100.0
400,43,35,bharat,1595.69,1595.69,0.0,0,0.0
401,23,9,ajijo,13.49,13.49,0.0,8,88.89
401,23,14,bharat,525.37,525.37,0.0,0,0.0
402,26,7,ajijo,25.98,25.98,0.0,5,71.43
402,26,19,bharat,813.17,813.17,0.0,0,0.0
403,38,9,ajijo,42.02,42.02,0.0,8,88.89
403,38,29,bharat,1126.89,1126.89,0.0,0,0.0
404,1,1,ajijo,0.0,0.0,0.0,1,100.0
404,1,0,bharat,0.0,0.0,0.0,0,
405,33,11,ajijo,0.0,0.0,0.0,11,100.0
405,33,22,bharat,915.4,915.4,0.0,0,0.0
406,48,17,ajijo,50.93,50.93,0.0,13,76.47
406,48,31,bharat,1104.3,1104.3,0.0,0,0.0
407,18,6,ajijo,19.66,19.66,0.0,5,83.33
407,18,12,bharat,423.57,423.57,0.0,0,0.0
408,32,8,ajijo,28.5,28.5,0.0,6,75.0
408,32,24,bharat,802.81,802.81,0.0,0,0.0
409,11,1,ajijo,6.04,6.04,0.0,0,0.0
409,11,10,bharat,437.88,437.88,0.0,0,0.0
410,14,3,ajijo,0.0,0.0,0.0,3,100.0
410,14,11,bharat,355.53,355.53,0.0,0,0.0
411,43,6,ajijo,3.7,3.7,0.0,5,83.33
411,43,37,bharat,1325.02,1325.02,0.0,0,0.0
412,32,9,ajijo,10.0,10.0,0.0,8,88.89
412,32,23,bharat,911.74,911.74,0.0,0,0.0
413,31,13,ajijo,9.64,9.64,0.0,11,84.62
413,31,18,bharat,897.04,897.04,0.0,0,0.0
414,29,6,ajijo,34.42,34.42,0.0,4,66.67
414,29,23,bharat,860.21,860.21,0.0,0,0.0
415,9,1,ajijo,0.0,0.0,0.0,1,100.0
415,9,8,bharat,414.11,414.11,0.0,0,0.0
416,35,12,ajijo,20.69,20.69,0.0,10,83.33
416,35,23,bharat,841.52,841.52,0.0,0,0.0
417,49,16,ajijo,24.21,24.21,0.0,12,75.0
417,49,33,bharat,1314.96,1314.96,0.0,0,0.0
418,14,7,ajijo,0.0,0.0,0.0,7,100.0
418,14,7,bharat,275.68,275.68,0.0,0,0.0
419,40,11,ajijo,86.47,86.47,0.0,8,72.73
419,40,29,bharat,1282.68,1282.68,0.0,0,0.0
420,15,7,ajijo,15.49,15.49,0.0,5,71.43
420,15,8,bharat,358.45,358.45,0.0,0,0.0
421,22,9,ajijo,55.61,55.61,0.0,8,88.89
421,22,13,bharat,582.29,582.29,0.0,0,0.0
422,9,3,ajijo,0.0,0.0,0.0,3,100.0
422,9,6,bharat,303.94,303.94,0.0,0,0.0
423,35,12,ajijo,0.0,0.0,0.0,12,100.0
423,35,23,bharat,968.04,968.04,0.0,0,0.0
424,32,11,ajijo,0.0,0.0,0.0,11,100.0
424,32,21,bharat,1060.04,1060.04,0.0,0,0.0
425,32,8,ajijo,16.5,16.5,0.0,7,87.5
425,32,24,bharat,1132.41,1132.41,0.0,0,0.0
426,6,2,ajijo,0.0,0.0,0.0,2,100.0
426,6,4,bharat,187.03,187.03,0.0,0,0.0
427,37,12,ajijo,40.65,40.65,0.0,11,91.67
427,37,25,bharat,912.97,912.97,0.0,0,0.0
428,8,3,ajijo,35.49,35.49,0.0,2,66.67
428,8,5,bharat,204.13,204.13,0.0,0,0.0
429,49,8,ajijo,26.53,26.53,0.0,7,87.5
429,49,41,bharat,1759.05,1759.05,0.0,0,0.0
430,35,7,ajijo,20.4,20.4,0.0,6,85.71
430,35,28,bharat,1101.3,1101.3,0.0,0,0.0
431,45,8,ajijo,0.0,0.0,0.0,8,100.0
431,45,37,bharat,1609.95,1609.95,0.0,0,0.0
432,6,1,ajijo,23.98,23.98,0.0,0,0.0
432,6,5,bharat,221.41,221.41,0.0,0,0.0
433,23,9,ajijo,17.8,17.8,0.0,7,77.78
433,23,14,bharat,576.77,576.77,0.0,0,0.0
434,14,6,ajijo,0.0,0.0,0.0,6,100.0
434,14,8,bharat,302.9,302.9,0.0,0,0.0
435,38,14,ajijo,15.99,15.99,0.0,13,92.86
435,38,24,bharat,900.75,900.75,0.0,0,0.0
436,9,4,ajijo,2.99,2.99,0.0,3,75.0
436,9,5,bharat,239.85,239.85,0.0,0,0.0
437,42,7,ajijo,36.37,36.37,0.0,5,71.43
437,42,35,bharat,1625.21,1625.21,0.0,0,0.0
438,11,6,ajijo,2.8,2.8,0.0,5,83.33
438,11,5,bharat,348.65,348.65,0.0,0,0.0
439,31,11,ajijo,53.57,53.57,0.0,9,81.82
439,31,20,bharat,573.91,573.91,0.0,0,0.0
440,48,13,ajijo,8.99,8.99,0.0,12,92.31
440,48,35,bharat,1456.12,1456.12,0.0,0,0.0
441,34,10,ajijo,11.7,11.7,0.0,9,90.0
441,34,24,bharat,801.53,801.53,0.0,0,0.0
442,31,13,ajijo,75.97,75.97,0.0,9,69.23
442,31,18,bharat,569.98,569.98,0.0,0,0.0
443,15,4,ajijo,0.0,0.0,0.0,4,100.0
443,15,11,bharat,513.83,513.83,0.0,0,0.0
444,38,14,ajijo,22.0,22.0,0.0,13,92.86
444,38,24,bharat,1111.26,1111.26,0.0,0,0.0
445,44,15,ajijo,32.89,32.89,0.0,13,86.67
445,44,29,bharat,1481.03,1481.03,0.0,0,0.0
446,38,7,ajijo,48.48,48.48,0.0,6,85.71
446,38,31,bharat,1133.68,1133.68,0.0,0,0.0
447,46,15,ajijo,69.41,69.41,0.0,12,80.0
447,46,31,bharat,1212.09,1212.09,0.0,0,0.0
448,19,3,ajijo,0.0,0.0,0.0,3,100.0
448,19,16,bharat,682.98,682.98,0.0,0,0.0
449,11,2,ajijo,0.0,0.0,0.0,2,100.0
449,11,9,bharat,241.45,241.45,0.0,0,0.0
450,21,5,ajijo,0.0,0.0,0.0,5,100.0
450,21,16,bharat,534.89,534.89,0.0,0,0.0
451,45,14,ajijo,28.39,28.39,0.0,12,85.71
451,45,31,bharat,1317.03,1317.03,0.0,0,0.0
452,39,7,ajijo,2.3,2.3,0.0,6,85.71
452,39,32,bharat,1504.13,1504.13,0.0,0,0.0
453,14,1,ajijo,0.0,0.0,0.0,1,100.0
453,14,13,bharat,588.86,588.86,0.0,0,0.0
454,13,4,ajijo,0.0,0.0,0.0,4,100.0
454,13,9,bharat,521.43,521.43,0.0,0,0.0
455,4,1,ajijo,0.0,0.0,0.0,1,100.0
455,4,3,bharat,83.3,83.3,0.0,0,0.0
456,11,2,ajijo,0.0,0.0,0.0,2,100.0
456,11,9,bharat,393.85,393.85,0.0,0,0.0
457,15,7,ajijo,10.5,10.5,0.0,5,71.43
457,15,8,bharat,329.61,329.61,0.0,0,0.0
458,27,6,ajijo,23.48,23.48,0.0,5,83.33
458,27,21,bharat,1024.41,1024.41,0.0,0,0.0
459,8,1,ajijo,6.75,6.75,0.0,0,0.0
459,8,7,bharat,268.12,268.12,0.0,0,0.0
460,28,5,ajijo,88.07,88.07,0.0,2,40.0
460,28,23,bharat,812.6,812.6,0.0,0,0.0
461,27,4,ajijo,0.0,0.0,0.0,4,100.0
461,27,23,bharat,926.76,926.76,0.0,0,0.0
462,20,9,ajijo,17.14,17.14,0.0,7,77.78
462,20,11,bharat,369.63,369.63,0.0,0,0.0
463,5,4,ajijo,37.64,37.64,0.0,3,75.0
463,5,1,bharat,21.64,21.64,0.0,0,0.0
464,49,11,ajijo,3.75,3.75,0.0,10,90.91
464,49,38,bharat,1570.84,1570.84,0.0,0,0.0
465,41,11,ajijo,6.95,6.95,0.0,10,90.91
465,41,30,bharat,1126.25,1126.25,0.0,0,0.0
466,38,12,ajijo,55.02,55.02,0.0,9,75.0
466,38,26,bharat,973.68,973.68,0.0,0,0.0
467,3,2,ajijo,0.0,0.0,0.0,2,100.0
467,3,1,bharat,3.5,3.5,0.0,0,0.0
468,49,17,ajijo,32.73,32.73,0.0,16,94.12
468,49,32,bharat,1160.84,1160.84,0.0,0,0.0
469,29,9,ajijo,16.7,16.7,0.0,8,88.89
469,29,20,bharat,919.5,919.5,0.0,0,0.0
470,5,0,ajijo,0.0,0.0,0.0,0,
470,5,5,bharat,172.66,172.66,0.0,0,0.0
471,7,5,ajijo,0.0,0.0,0.0,5,100.0
471,7,2,bharat,87.22,87.22,0.0,0,0.0
472,13,2,ajijo,0.0,0.0,0.0,2,100.0
472,13,11,bharat,698.64,698.64,0.0,0,0.0
473,37,7,ajijo,28.99,28.99,0.0,6,85.71
473,37,30,bharat,1347.99,1347.99,0.0,0,0.0
474,26,7,ajijo,0.0,0.0,0.0,7,100.0
474,26,19,bharat,758.61,758.61,0.0,0,0.0
475,4,3,ajijo,0.0,0.0,0.0,3,100.0
475,4,1,bharat,68.07,68.07,0.0,0,0.0
476,35,11,ajijo,7.99,7.99,0.0,10,90.91
476,35,24,bharat,982.09,982.09,0.0,0,0.0
477,37,5,ajijo,13.99,13.99,0.0,3,60.0
477,37,32,bharat,890.62,890.62,0.0,0,0.0
478,39,9,ajijo,3.85,3.85,0.0,8,88.89
478,39,30,bharat,1148.84,1148.84,0.0,0,0.0
479,46,15,ajijo,22.99,22.99,0.0,13,86.67
479,46,31,bharat,1167.78,1167.78,0.0,0,0.0
480,34,10,ajijo,0.0,0.0,0.0,10,100.0
480,34,24,bharat,1184.0,1184.0,0.0,0,0.0
481,4,1,ajijo,0.0,0.0,0.0,1,100.0
481,4,3,bharat,83.63,83.63,0.0,0,0.0
482,8,1,ajijo,0.0,0.0,0.0,1,100.0
482,8,7,bharat,455.09,455.09,0.0,0,0.0
