name,inventory,price,price_correspondance,collection,item_url
JELLY FALOODA AHMED 225G,8,$2.99,'/products/jelly-falooda-ahmed-225g',ready-mix,https://www.ajijo.com.au/collections/ready-mix/products/jelly-falooda-ahmed-225g
SHEER KHURMA SHAN 150G,-199,$3.10,'/products/sheer-khurma-shan-150g',ready-mix,https://www.ajijo.com.au/collections/ready-mix/products/sheer-khurma-shan-150g
"DAHI BARA MIX, SHAN, 150G",10,$2.00,'/products/shan-dahi-bara-mix-150g',ready-mix,https://www.ajijo.com.au/collections/ready-mix/products/shan-dahi-bara-mix-150g
PAKORA/BHAJIA MIX SHAN 150G,-199,$2.15,'/products/pakora-bhajia-mix-shan-150g',ready-mix,https://www.ajijo.com.au/collections/ready-mix/products/pakora-bhajia-mix-shan-150g
"VANGI BHATH MASALA, MTR, 100G",6,$2.15,'/products/mtr-vangi-bhath-masala-100g',ready-mix,https://www.ajijo.com.au/collections/ready-mix/products/mtr-vangi-bhath-masala-100g
CHICKEN MAKHANI READY TO EAT D’LISH 300G,5,$5.95,'/products/chicken-makhani-ready-to-eat-d-lish-300g',ready-to-eat,https://www.ajijo.com.au/collections/ready-to-eat/products/chicken-makhani-ready-to-eat-d-lish-300g
CHICKEN MANCHURIAN READY TO EAT D’LISH 300G,8,$5.95,'/products/chicken-manchurian-ready-to-eat-d-lish-300g',ready-to-eat,https://www.ajijo.com.au/collections/ready-to-eat/products/chicken-manchurian-ready-to-eat-d-lish-300g
VEGETABLE BIRYANII READY TO EAT D’LISH 275G,6,$2.50,'/products/vegg-ready-to-eat-d-lish-275g',ready-to-eat,https://www.ajijo.com.au/collections/ready-to-eat/products/vegg-ready-to-eat-d-lish-275g
CHICKEN FRIED RICE READY TO EAT D’LISH 275G,4,$5.95,'/products/chicken-fried-rice-ready-to-eat-d-lish-275g',ready-to-eat,https://www.ajijo.com.au/collections/ready-to-eat/products/chicken-fried-rice-ready-to-eat-d-lish-275g
D'LISH VEGETABLE BIRYANI 275GRAM,3,$2.50,'/products/d-lish-vegetable-biryani-275gram',ready-to-eat,https://www.ajijo.com.au/collections/ready-to-eat/products/d-lish-vegetable-biryani-275gram
D'LISH CHICKEN MANCHURIAN READY TO EAT 300GRAM,8,$5.95,'/products/d-lish-chicken-manchurian-ready-to-eat-300gram',ready-to-eat,https://www.ajijo.com.au/collections/ready-to-eat/products/d-lish-chicken-manchurian-ready-to-eat-300gram
D'LISH CHICKEN MAKHANI READY TO EAT 300GRAM,4,$5.95,'/products/d-lish-chicken-makhani-ready-to-eat-300gram',ready-to-eat,https://www.ajijo.com.au/collections/ready-to-eat/products/d-lish-chicken-makhani-ready-to-eat-300gram
D'LISH CHICKEN FRIED RICE READY TO EAT 275GRAM,3,$5.95,'/products/d-lish-chicken-fried-rice-ready-to-eat-275gram',ready-to-eat,https://www.ajijo.com.au/collections/ready-to-eat/products/d-lish-chicken-fried-rice-ready-to-eat-275gram
D'LISH SARSO KA SAAG READY TO EAT 300GRAM,1,$2.50,'/products/dlish-sarso-ka-saag-ready-to-eat-300gram',ready-to-eat,https://www.ajijo.com.au/collections/ready-to-eat/products/dlish-sarso-ka-saag-ready-to-eat-300gram
"Medium Grain White rice, Sunrice 5kg",-199,$16.99,'/products/medium-grain-white-rice-sunrice-5kg',rice,https://www.ajijo.com.au/collections/rice/products/medium-grain-white-rice-sunrice-5kg
"Poha ( Rice Flakes) Thick, Indya 1kg",6,$4.99,'/products/poha-thick-1kg-indya',rice-flakes,https://www.ajijo.com.au/collections/rice-flakes/products/poha-thick-1kg-indya
"FLATTENED RICE( POHA), BANOFUL, 500G",12,$2.99,'/products/flattened-rice-poha-banoful-500g',rice-flakes,https://www.ajijo.com.au/collections/rice-flakes/products/flattened-rice-poha-banoful-500g
"RICE FLAKES,BRAHMINS , 500G",10,$3.15,'/products/rice-flakes-brahmins-500g-1',rice-flakes,https://www.ajijo.com.au/collections/rice-flakes/products/rice-flakes-brahmins-500g-1
RICE FLAKES BRAHMINS 500G,5,$2.99,'/products/rice-flakes-brahmins-500g',rice-flakes,https://www.ajijo.com.au/collections/rice-flakes/products/rice-flakes-brahmins-500g
Poha ( Rice Flakes) Thick Uttam 1kg,-199,$4.99,'/products/rice-flakes-poha-thick-1kg-uttam',rice-flakes,https://www.ajijo.com.au/collections/rice-flakes/products/rice-flakes-poha-thick-1kg-uttam
Poha ( Rice Flakes) Medium Uttam 1kg,18,$4.99,'/products/rice-flakes-poha-medium-1kg-uttam',rice-flakes,https://www.ajijo.com.au/collections/rice-flakes/products/rice-flakes-poha-medium-1kg-uttam
"Poha ( Rice Flakes) Thin, Uttam 1kg",-199,$3.99,'/products/rice-flake-thin-uttam',rice-flakes,https://www.ajijo.com.au/collections/rice-flakes/products/rice-flake-thin-uttam
Poha ( Rice Flakes) Thin 1kg,3,$3.99,'/products/poha-thin-rice-flakes-1kg',rice-flakes,https://www.ajijo.com.au/collections/rice-flakes/products/poha-thin-rice-flakes-1kg
Poha ( Rice Flakes) Thin Pattu 1kg,-199,$3.99,'/products/poha-thin-pattu-1kg',rice-flakes,https://www.ajijo.com.au/collections/rice-flakes/products/poha-thin-pattu-1kg
Britannia Wheat Rusk 610g,-199,$5.95,'/products/wheat-rusk-britannia-610g',rusk-khari,https://www.ajijo.com.au/collections/rusk-khari/products/wheat-rusk-britannia-610g
BRITANNIA SUJI RUSK 305 G,16,$3.99,'/products/britannia-suji-rusk-610g',rusk-khari,https://www.ajijo.com.au/collections/rusk-khari/products/britannia-suji-rusk-610g
"SPECIAL TOAST, BANOFUL, 350G",12,$3.00,'/products/special-toast-banoful-350g',rusk-khari,https://www.ajijo.com.au/collections/rusk-khari/products/special-toast-banoful-350g
Britannia Suji Rusk 1.22 kg,10,$12.50,'/products/suji-rusk-britannia-1-2kg',rusk-khari,https://www.ajijo.com.au/collections/rusk-khari/products/suji-rusk-britannia-1-2kg
Morning Fresh Premium Rusk 220g,-199,$2.50,'/products/premium-rusk-220gram',rusk-khari,https://www.ajijo.com.au/collections/rusk-khari/products/premium-rusk-220gram
Kemchho Plain Toast 200g,-199,$2.25,'/products/plain-toast-kemchho-200g',rusk-khari,https://www.ajijo.com.au/collections/rusk-khari/products/plain-toast-kemchho-200g
Kemchho Plain Khari 200g,-199,$2.25,'/products/plain-khari-kemchho-200g',rusk-khari,https://www.ajijo.com.au/collections/rusk-khari/products/plain-khari-kemchho-200g
Cherab's Plain Cake Rusk 900g,-199,$10.95,'/products/plain-cake-rusk-cherabs-900g',rusk-khari,https://www.ajijo.com.au/collections/rusk-khari/products/plain-cake-rusk-cherabs-900g
Parle Premium Rusk 600g,-199,$6.99,'/products/parle-rusk-600g',rusk-khari,https://www.ajijo.com.au/collections/rusk-khari/products/parle-rusk-600g
SAFFRON 0.5,-99,$4.95,'/products/saffron-0-5',saffron,https://www.ajijo.com.au/collections/saffron/products/saffron-0-5
KESAR CHANDAN PATANJALI 25G,-99,$4.99,'/products/kesar-chandan-patanjali-25g',sandal,https://www.ajijo.com.au/collections/sandal/products/kesar-chandan-patanjali-25g
"PEPPER SAUCE, TABASCO, 60ML",-199,$4.60,'/products/pepper-sauce-tabasco-60ml',sauce,https://www.ajijo.com.au/collections/sauce/products/pepper-sauce-tabasco-60ml
"MINT CHUTNEY, MITCHELL’S, 350G",7,$3.99,'/products/mint-chutney-mitchell-s-350g',sauce,https://www.ajijo.com.au/collections/sauce/products/mint-chutney-mitchell-s-350g
"STEAK SAUCE, FOUNTAIN, 250ML",5,$2.85,'/products/steak-sauce-fountain-250ml',sauce,https://www.ajijo.com.au/collections/sauce/products/steak-sauce-fountain-250ml
"BARBECUE SAUCE, MASTERFOODS, 500ML",6,$3.50,'/products/barbecue-sauce-masterfoods-500ml',sauce,https://www.ajijo.com.au/collections/sauce/products/barbecue-sauce-masterfoods-500ml
"GARLIC SAUCE, TOOBA 340G",6,$2.99,'/products/tooba-garlic-sauce-340gram',sauce,https://www.ajijo.com.au/collections/sauce/products/tooba-garlic-sauce-340gram
"Mint Sauce Thick, Fountain 250ml",-199,$2.45,'/products/think-mint-sauce',sauce,https://www.ajijo.com.au/collections/sauce/products/think-mint-sauce
"SCHEZWAN SAUCE, CHING'S",8,$3.50,'/products/chings-secret-schezwan-sauce-stir-fry',sauce,https://www.ajijo.com.au/collections/sauce/products/chings-secret-schezwan-sauce-stir-fry
CHILLI GARLIC SAUCE PATTU 500G,4,$4.25,'/products/chilli-garlic-pattu-500g',sauce,https://www.ajijo.com.au/collections/sauce/products/chilli-garlic-pattu-500g
TOMATO KETCHUP MAGGI 500ML,-199,$4.50,'/products/rich-tomato-ketchup-maggi-500ml',sauce,https://www.ajijo.com.au/collections/sauce/products/rich-tomato-ketchup-maggi-500ml
"PEPPER SAUCE, TABASCO, 60ML",-199,$4.60,'/products/pepper-sauce-tabasco-60ml',sauce-1,https://www.ajijo.com.au/collections/sauce-1/products/pepper-sauce-tabasco-60ml
"MINT CHUTNEY, MITCHELL’S, 350G",7,$3.99,'/products/mint-chutney-mitchell-s-350g',sauce-1,https://www.ajijo.com.au/collections/sauce-1/products/mint-chutney-mitchell-s-350g
"STEAK SAUCE, FOUNTAIN, 250ML",5,$2.85,'/products/steak-sauce-fountain-250ml',sauce-1,https://www.ajijo.com.au/collections/sauce-1/products/steak-sauce-fountain-250ml
"BARBECUE SAUCE, MASTERFOODS, 500ML",6,$3.50,'/products/barbecue-sauce-masterfoods-500ml',sauce-1,https://www.ajijo.com.au/collections/sauce-1/products/barbecue-sauce-masterfoods-500ml
"GARLIC SAUCE, TOOBA 340G",6,$2.99,'/products/tooba-garlic-sauce-340gram',sauce-1,https://www.ajijo.com.au/collections/sauce-1/products/tooba-garlic-sauce-340gram
"Mint Sauce Thick, Fountain 250ml",-199,$2.45,'/products/think-mint-sauce',sauce-1,https://www.ajijo.com.au/collections/sauce-1/products/think-mint-sauce
"SCHEZWAN SAUCE, CHING'S",8,$3.50,'/products/chings-secret-schezwan-sauce-stir-fry',sauce-1,https://www.ajijo.com.au/collections/sauce-1/products/chings-secret-schezwan-sauce-stir-fry
CHILLI GARLIC SAUCE PATTU 500G,4,$4.25,'/products/chilli-garlic-pattu-500g',sauce-1,https://www.ajijo.com.au/collections/sauce-1/products/chilli-garlic-pattu-500g
TOMATO KETCHUP MAGGI 500ML,-199,$4.50,'/products/rich-tomato-ketchup-maggi-500ml',sauce-1,https://www.ajijo.com.au/collections/sauce-1/products/rich-tomato-ketchup-maggi-500ml
"Sella Rice, Afghan Valley 5kg",-199,$15.99,'/products/sella-rice-afghan-valley',sella-rice,https://www.ajijo.com.au/collections/sella-rice/products/sella-rice-afghan-valley
"INDIA GATE GOLDEN SELLA RICE, 5KG",10,$17.50,'/products/india-gate-golden-sella-rice-5kg',sella-rice,https://www.ajijo.com.au/collections/sella-rice/products/india-gate-golden-sella-rice-5kg
DAAWAT SELLA BASMATI RICE 5KG,-199,$16.99,'/products/daawat-goldensella-basmati-rice-5kg',sella-rice,https://www.ajijo.com.au/collections/sella-rice/products/daawat-goldensella-basmati-rice-5kg
"Semolina Fine ( Sooji), Uttam 900g",-199,$3.99,'/products/semolina-fine-sooji-uttam-1kg',semolina,https://www.ajijo.com.au/collections/semolina/products/semolina-fine-sooji-uttam-1kg
"Semolina Coarse ( Sooji), Uttam 900g",-199,$3.99,'/products/semolina-coarse-sooji-uttam-1kg',semolina,https://www.ajijo.com.au/collections/semolina/products/semolina-coarse-sooji-uttam-1kg
"Semolina Fine ( Sooji), Pattu 1kg",15,$3.99,'/products/semolina-fine-1kg',semolina,https://www.ajijo.com.au/collections/semolina/products/semolina-fine-1kg
"Semolina Coarse ( Sooji), Pattu 1kg",15,$3.99,'/products/semolina-course-pattu-1kg',semolina,https://www.ajijo.com.au/collections/semolina/products/semolina-course-pattu-1kg
NIRAPARA UPPUMA RAVA 1KG,-199,$3.75,'/products/nirapara-uppuma-rava-1kg',semolina,https://www.ajijo.com.au/collections/semolina/products/nirapara-uppuma-rava-1kg
"CHICKEN CURRY MASALA, MDH, 100G",8,$2.75,'/products/chicken-curry-masala-mdh-100g',shan,https://www.ajijo.com.au/collections/shan/products/chicken-curry-masala-mdh-100g
"DRIED FENUGREEK LEAVES (KASURI MITHI), PARSRAM, 100G",7,$3.50,'/products/dried-fenugreek-leaves-kasuri-mithi-parsram-100g',shan,https://www.ajijo.com.au/collections/shan/products/dried-fenugreek-leaves-kasuri-mithi-parsram-100g
"CHAAT MASALA,  SHAN, 100G",10,$1.90,'/products/chaat-masala-shan-200g',shan,https://www.ajijo.com.au/collections/shan/products/chaat-masala-shan-200g
HALEEM MIX (EASY COOK) SHAN 300G,-99,$2.95,'/products/haleem-mix-easy-cook-shan-300g',shan,https://www.ajijo.com.au/collections/shan/products/haleem-mix-easy-cook-shan-300g
"KARAHI GOSHT MASALA, MDH, 100G",8,$2.75,'/products/karahi-gosht-masala-mdh',shan,https://www.ajijo.com.au/collections/shan/products/karahi-gosht-masala-mdh
"SABJI MASALA, MANGAL, 62.5 g",8,$1.90,'/products/sabji-masala',shan,https://www.ajijo.com.au/collections/shan/products/sabji-masala
"HUNTER BEEF MIX, SHAN, 150G",8,$1.99,'/products/hunter-beef-curing-mix-shan-150g',shan,https://www.ajijo.com.au/collections/shan/products/hunter-beef-curing-mix-shan-150g
FENUGREEK LEAVES SHAN 50G,-199,$1.99,'/products/fenugreek-leaves-shan-50g',shan,https://www.ajijo.com.au/collections/shan/products/fenugreek-leaves-shan-50g
"ACHAR GOSHT MIX, SHAN, 50G",15,$1.90,'/products/achar-gosht-mix-shan-50g',shan,https://www.ajijo.com.au/collections/shan/products/achar-gosht-mix-shan-50g
VICCO TURMERIC CREAM 70G,-99,$9.95,'/products/vicco-turmeric-cream-70g',skin-care,https://www.ajijo.com.au/collections/skin-care/products/vicco-turmeric-cream-70g
VICCO TURMERIC CREAM 50G,-99,$6.25,'/products/vicco-turmeric-cream-50g',skin-care,https://www.ajijo.com.au/collections/skin-care/products/vicco-turmeric-cream-50g
ROSE WATER 250ML AHMED,-199,$3.50,'/products/rose-water-250ml-ahmed',skin-care,https://www.ajijo.com.au/collections/skin-care/products/rose-water-250ml-ahmed
ROGHAN BADAM SHIRIN OIL 100ML,-199,$10.99,'/products/roghan-badam-shirin-oil-100ml',skin-care,https://www.ajijo.com.au/collections/skin-care/products/roghan-badam-shirin-oil-100ml
FAIR & LOVELY AYURVEDIC CARE 50G,-199,$6.75,'/products/fair-lovely-ayurvedic-care-50gram',skin-care,https://www.ajijo.com.au/collections/skin-care/products/fair-lovely-ayurvedic-care-50gram
"HOT CHANACHUR, BANOFUL, 350G",12,$4.50,'/products/hot-chanachur-banoful-350g',snacks-bikaji,https://www.ajijo.com.au/collections/snacks-bikaji/products/hot-chanachur-banoful-350g
"FRIED PEAS, BANOFUL, 30G",20,$0.75,'/products/fried-peas-banoful-30g',snacks-bikaji,https://www.ajijo.com.au/collections/snacks-bikaji/products/fried-peas-banoful-30g
"ROUND RICE MURUKKU, BAKEMILL, 150 G",10,$3.50,'/products/round-rice-murukku-bakemill-150-g',snacks-bikaji,https://www.ajijo.com.au/collections/snacks-bikaji/products/round-rice-murukku-bakemill-150-g
"PIECE RICE MURUKKU, BAKEMILL, 125 G",10,$3.50,'/products/piece-rice-murukku-bakemill-125-g',snacks-bikaji,https://www.ajijo.com.au/collections/snacks-bikaji/products/piece-rice-murukku-bakemill-125-g
"TOMATO CHILLI MIXTURE, BAKEMILL, 320 G",10,$3.99,'/products/tomato-chilli-mixture-bakemill-320-g',snacks-bikaji,https://www.ajijo.com.au/collections/snacks-bikaji/products/tomato-chilli-mixture-bakemill-320-g
"EXTRA HOT MIXTURE, BAKEMILL, 320 G",10,$4.50,'/products/extra-hot-mixture-bakemill-320-g',snacks-bikaji,https://www.ajijo.com.au/collections/snacks-bikaji/products/extra-hot-mixture-bakemill-320-g
"ALOO BHUJIA, BIKAJI, 1 KG",8,$9.99,'/products/aloo-bhujia-bikaji-1-kg',snacks-bikaji,https://www.ajijo.com.au/collections/snacks-bikaji/products/aloo-bhujia-bikaji-1-kg
BIKAJI KOLKATA CHANACHUR 1KG,6,$9.99,'/products/bikaji-kolkata-chanachur-1kg',snacks-bikaji,https://www.ajijo.com.au/collections/snacks-bikaji/products/bikaji-kolkata-chanachur-1kg
BIKAJI BIKANERI BHUJIA 1 KG,7,$9.99,'/products/bikaji-bikaneri-bhujia-1-kg',snacks-bikaji,https://www.ajijo.com.au/collections/snacks-bikaji/products/bikaji-bikaneri-bhujia-1-kg
Haldiram's Khatta Meetha Mix 1kg,-199,$11.99,'/products/haldiram-khatta-mitha-mix-1kg',snacks-haldiram,https://www.ajijo.com.au/collections/snacks-haldiram/products/haldiram-khatta-mitha-mix-1kg
HALDIRAM'S KASHMIRI MIX 1KG,-199,$12.99,'/products/haldiram-kashmiri-mix-1kg',snacks-haldiram,https://www.ajijo.com.au/collections/snacks-haldiram/products/haldiram-kashmiri-mix-1kg
Haldiram's Bhujia 400g,-199,$4.99,'/products/bhujia-haldiram-400g',snacks-haldiram,https://www.ajijo.com.au/collections/snacks-haldiram/products/bhujia-haldiram-400g
Haldiram's Bhujia 1kg,-199,$11.00,'/products/bhujia-1kg-haldiram',snacks-haldiram,https://www.ajijo.com.au/collections/snacks-haldiram/products/bhujia-1kg-haldiram
Haldiram's Bhelpuri 1kg,-199,$11.00,'/products/bhelpuri-1kg-haldiram',snacks-haldiram,https://www.ajijo.com.au/collections/snacks-haldiram/products/bhelpuri-1kg-haldiram
Haldiram's Aloo Bhujia 400g,-199,$4.99,'/products/aloo-bhujia-haldiraam-400g',snacks-haldiram,https://www.ajijo.com.au/collections/snacks-haldiram/products/aloo-bhujia-haldiraam-400g
Haldiram's Aloo Bhujia 1kg,-199,$11.00,'/products/aloo-bhujia-1kg-haldiram',snacks-haldiram,https://www.ajijo.com.au/collections/snacks-haldiram/products/aloo-bhujia-1kg-haldiram
Haldiram's Nut Cracker 400g,-199,$5.99,'/products/nut-cracker-haldiram-400g',snacks-haldiram,https://www.ajijo.com.au/collections/snacks-haldiram/products/nut-cracker-haldiram-400g
Haldiram's Khatta Meetha 400g,-199,$4.99,'/products/khatta-meetha-haldiram-400g',snacks-haldiram,https://www.ajijo.com.au/collections/snacks-haldiram/products/khatta-meetha-haldiram-400g
Kemchho Soya Stick 150g,-199,$2.25,'/products/soya-stick-kemchho-150g',snacks-kemchho,https://www.ajijo.com.au/collections/snacks-kemchho/products/soya-stick-kemchho-150g
Kemchho Moong Dal 270g,-199,$2.99,'/products/moong-dal-kemchho-270g',snacks-kemchho,https://www.ajijo.com.au/collections/snacks-kemchho/products/moong-dal-kemchho-270g
Kemchho Nylon Chevda 270g,-199,$2.99,'/products/kemchho-nylon-chevda270gram',snacks-kemchho,https://www.ajijo.com.au/collections/snacks-kemchho/products/kemchho-nylon-chevda270gram
Kemchho Mung Dal 270g,-199,$2.99,'/products/kemchho-mung-daal-270gram',snacks-kemchho,https://www.ajijo.com.au/collections/snacks-kemchho/products/kemchho-mung-daal-270gram
Kemchho Diet Bhel 270g,-199,$2.99,'/products/kemchho-diet-bhel-270gram',snacks-kemchho,https://www.ajijo.com.au/collections/snacks-kemchho/products/kemchho-diet-bhel-270gram
Malabar Treats  Andhra Mixtures 400g,-199,$4.75,'/products/andhra-mixture-400g-malabar-treats',snacks-others,https://www.ajijo.com.au/collections/snacks-others/products/andhra-mixture-400g-malabar-treats
INSTANT DELIGHT CASHEW MIXTURE 400 G,10,$6.50,'/products/instant-delight-karaseva-400-g',snacks-others,https://www.ajijo.com.au/collections/snacks-others/products/instant-delight-karaseva-400-g
INSTANT DELIGHT KARASEVA 250 G,7,$3.75,'/products/instant-delight-karaseva-250-g',snacks-others,https://www.ajijo.com.au/collections/snacks-others/products/instant-delight-karaseva-250-g
Instant Delight HAND MURUKKU 200g,8,$3.99,'/products/instant-delight-hand-murukku-400g',snacks-others,https://www.ajijo.com.au/collections/snacks-others/products/instant-delight-hand-murukku-400g
SABRINI BOONDI 500G,20,$5.50,'/products/sabrini-boondi-500g',snacks-others,https://www.ajijo.com.au/collections/snacks-others/products/sabrini-boondi-500g
INDYA PEANUT BRITTLE (GAJAK) 400G,9,$6.99,'/products/indya-peanut-brittle-gajak-400g',snacks-others,https://www.ajijo.com.au/collections/snacks-others/products/indya-peanut-brittle-gajak-400g
Uttam Roasted Chana without skin 500g,3,$5.00,'/products/uttam-roasted-chana-without-skin-500g',snacks-others,https://www.ajijo.com.au/collections/snacks-others/products/uttam-roasted-chana-without-skin-500g
MAHABALESHWAR ROASTED CHANA WITH SKIN INDYA 500GM,17,$5.50,'/products/mahabaleshwar-roasted-chana-with-skin-indya-500gm',snacks-others,https://www.ajijo.com.au/collections/snacks-others/products/mahabaleshwar-roasted-chana-with-skin-indya-500gm
ROASTED GRAM (DALIA) INDYA 1 KG,3,$9.99,'/products/roasted-gram-dalia-indya-1-kg',snacks-others,https://www.ajijo.com.au/collections/snacks-others/products/roasted-gram-dalia-indya-1-kg
MEDIMIX AYURVEDIC SOAP 75G,-199,$1.99,'/products/medimix-ayurvedic-soap',soaps,https://www.ajijo.com.au/collections/soaps/products/medimix-ayurvedic-soap
IMPERIAL LEATHER SOAP 4X 100G,-199,$4.99,'/products/imperial-leather-soap-4x-100g',soaps,https://www.ajijo.com.au/collections/soaps/products/imperial-leather-soap-4x-100g
DOVE PURE SENSITIVE,-99,$3.80,'/products/dove-pure-sensitive',soaps,https://www.ajijo.com.au/collections/soaps/products/dove-pure-sensitive
CHANDRIKA SOAP 75G,-99,$1.99,'/products/chandrika-soap-75g',soaps,https://www.ajijo.com.au/collections/soaps/products/chandrika-soap-75g
"CHANDRIKA SOAP, 3pk",-199,$5.95,'/products/chandrika-soap',soaps,https://www.ajijo.com.au/collections/soaps/products/chandrika-soap
SANTOOR SOAP 100G X 4,-99,$5.50,'/products/santoor-soap-100g-x-4',soaps,https://www.ajijo.com.au/collections/soaps/products/santoor-soap-100g-x-4
SANTOOR SOAP 100G,-99,$1.99,'/products/santoor-soap',soaps,https://www.ajijo.com.au/collections/soaps/products/santoor-soap
MYSORE SANDAL SOAP 150G x 3pk,-199,$7.50,'/products/mysore-sandal-soap-450g',soaps,https://www.ajijo.com.au/collections/soaps/products/mysore-sandal-soap-450g
MYSORE SANDAL SOAP 150G,-199,$2.95,'/products/mysore-sandal-soap-150g',soaps,https://www.ajijo.com.au/collections/soaps/products/mysore-sandal-soap-150g
"ICE COLA, L.A, 475ML",10,$2.00,'/products/ice-cola-l-a-475ml',soft-drinks,https://www.ajijo.com.au/collections/soft-drinks/products/ice-cola-l-a-475ml
"LEMON SODA, PUB SQUASH, 475 ML",7,$2.00,'/products/lemon-soda-pub-squash-475-ml',soft-drinks,https://www.ajijo.com.au/collections/soft-drinks/products/lemon-soda-pub-squash-475-ml
"CEDA CLASSIC CREAMING SODA, 475 ML",6,$2.00,'/products/ceda-classic-creaming-soda-475-ml',soft-drinks,https://www.ajijo.com.au/collections/soft-drinks/products/ceda-classic-creaming-soda-475-ml
"CEDA ORANGE CREAMING SODA, 475 ML",10,$2.00,'/products/ceda-orange-creaming-soda-475-ml',soft-drinks,https://www.ajijo.com.au/collections/soft-drinks/products/ceda-orange-creaming-soda-475-ml
"CEDA PASSION CREAMING SODA, 475 ML",10,$2.00,'/products/ceda-passion-creaming-soda-475-ml',soft-drinks,https://www.ajijo.com.au/collections/soft-drinks/products/ceda-passion-creaming-soda-475-ml
"CEDA LIME CREAMING SODA, 475 ML",10,$2.00,'/products/ceda-lime-creaming-soda-475-ml',soft-drinks,https://www.ajijo.com.au/collections/soft-drinks/products/ceda-lime-creaming-soda-475-ml
"APPLE JUICE, BERRI, 2L",-199,$5.50,'/products/apple-juice-berry-2l',soft-drinks,https://www.ajijo.com.au/collections/soft-drinks/products/apple-juice-berry-2l
ORANGE JUICE BERRY 2L,9,$5.50,'/products/orange-juice-berry',soft-drinks,https://www.ajijo.com.au/collections/soft-drinks/products/orange-juice-berry
COCA-COLA CLASSIC  375ml,20,$2.50,'/products/coca-cola-classic-375ml-1',soft-drinks,https://www.ajijo.com.au/collections/soft-drinks/products/coca-cola-classic-375ml-1
"Sona Masuri Rice, Pattu 10kg",10,$22.99,'/products/sona-masuri-rice-pattu-10kg',sona-masuri-rice,https://www.ajijo.com.au/collections/sona-masuri-rice/products/sona-masuri-rice-pattu-10kg
"Sona Masuri Rice, Pattu, 5kg",5,$11.99,'/products/sona-masuri-pattu-5kg',sona-masuri-rice,https://www.ajijo.com.au/collections/sona-masuri-rice/products/sona-masuri-pattu-5kg
"DARK SOY SAUCE, CHING'S 210G",10,$1.50,'/products/dark-soy-sauce-ching-210g',soya-sauce,https://www.ajijo.com.au/collections/soya-sauce/products/dark-soy-sauce-ching-210g
"SOYA CHUNKS, INDYA, 200G",9,$3.50,'/products/soya-chunks-indya-200g',soya-wadi,https://www.ajijo.com.au/collections/soya-wadi/products/soya-chunks-indya-200g
SOYA WADI UTTAM 200G,9,$3.99,'/products/soya-wadi-uttam-200g',soya-wadi,https://www.ajijo.com.au/collections/soya-wadi/products/soya-wadi-uttam-200g
SOYA WADI 500G UTTAM,8,$5.99,'/products/soya-wadi-500g-uttam',soya-wadi,https://www.ajijo.com.au/collections/soya-wadi/products/soya-wadi-500g-uttam
"SOYA WADI, PATTU, 500G",2,$4.99,'/products/soya-wadi-500g-pattu',soya-wadi,https://www.ajijo.com.au/collections/soya-wadi/products/soya-wadi-500g-pattu
SOYA WADI 200G PATTU,8,$2.99,'/products/soya-wadi-200g-pattu',soya-wadi,https://www.ajijo.com.au/collections/soya-wadi/products/soya-wadi-200g-pattu
SOYA GRANULES 200G PATTU,-199,$1.95,'/products/soya-granules-200g-pattu',soya-wadi,https://www.ajijo.com.au/collections/soya-wadi/products/soya-granules-200g-pattu
SOYA CHUNKS 400G INDYA,-99,$4.50,'/products/soya-chunks-400g-indya',soya-wadi,https://www.ajijo.com.au/collections/soya-wadi/products/soya-chunks-400g-indya
SOYA CHAAP SHANDAAR FOODS 800G,-99,$5.95,'/products/soya-chaap-shandaar-foods-800g',soya-wadi,https://www.ajijo.com.au/collections/soya-wadi/products/soya-chaap-shandaar-foods-800g
"Punjabi Wadi Shandaar, 400g",10,$5.50,'/products/shandaar-punjabi-wadi',soya-wadi,https://www.ajijo.com.au/collections/soya-wadi/products/shandaar-punjabi-wadi
Garam Masala Uttam 200g,-99,$4.50,'/products/garam-masala-uttam-200g',spice-pouch,https://www.ajijo.com.au/collections/spice-pouch/products/garam-masala-uttam-200g
GARAM MASALA WHOLE UTTAM 100G,8,$3.99,'/products/garam-masala-whole-uttam-100g',spice-pouch,https://www.ajijo.com.au/collections/spice-pouch/products/garam-masala-whole-uttam-100g
Cumin Seeds Uttam 500g,-199,$6.95,'/products/cumin-seeds-uttam-500g',spice-pouch,https://www.ajijo.com.au/collections/spice-pouch/products/cumin-seeds-uttam-500g
"MUSTARD SEEDS, UTTAM, 500G",8,$5.99,'/products/mustard-seeds-uttam-500g',spice-pouch,https://www.ajijo.com.au/collections/spice-pouch/products/mustard-seeds-uttam-500g
"STAR ANISE, UTTAM, 100G",10,$4.50,'/products/star-anise-uttam-100g',spice-pouch,https://www.ajijo.com.au/collections/spice-pouch/products/star-anise-uttam-100g
"CHILLI POWDER MILD, UTTAM, 200G",10,$3.50,'/products/chilli-powder-mild-uttam-200g',spice-pouch,https://www.ajijo.com.au/collections/spice-pouch/products/chilli-powder-mild-uttam-200g
"RED CHILLI POWDER HOT, PATTU, 200G",10,$3.50,'/products/red-chilli-powder-hot-pattu-200g',spice-pouch,https://www.ajijo.com.au/collections/spice-pouch/products/red-chilli-powder-hot-pattu-200g
